filename,nloc,ccn,token_count,param_count,length,top_nesting_level
62b87d23d292efb640a55668.py,10,1,46,0,17,0
6306092f73426c38ae68ad13.py,25,11,184,6,48,0
62b87d24d292efb640a55670.py,17,2,64,0,24,0
62e60723d76274f8a4026b75.py,13,5,75,1,22,0
62b45e2eb89c9fd354170232.py,20,8,130,1,34,0
62ece4982e6aefcf4aabbd74.py,24,6,164,3,33,0
62b438ba66fea644fe22cca2.py,22,9,184,1,41,0
62b8b59feb7e40a82d2d1291.py,7,3,45,1,11,0
62b86aa3b4d922cb0e688d36.py,29,8,151,3,44,1
62ece4982e6aefcf4aabbd63.py,7,2,36,1,7,0
62b87af19a0c4fa8b80b34f7.py,15,11,145,3,33,0
6306093273426c38ae68ad15.py,26,5,195,4,50,0
62b8d22a48ba5a41d1c3f47e.py,6,2,29,3,6,0
62b8bbbce0d34b282c18120d.py,6,2,23,1,14,0
6306092e73426c38ae68ad0b.py,7,5,68,2,13,0
6306092d73426c38ae68ad06.py,6,3,43,2,17,0
62ece4992e6aefcf4aabbd83.py,48,16,265,6,73,0
62ece4982e6aefcf4aabbd6d.py,12,2,48,2,15,0
62b45e175108cfac7f210a19.py,28,11,186,3,47,0
63060b1b73426c38ae68ad42.py,6,2,46,1,16,0
62b8b559eb7e40a82d2d11f6.py,18,9,105,2,31,0
62b87b099a0c4fa8b80b3538.py,3,4,41,1,6,0
630629e752e177c0ba46a0fb.py,22,5,118,6,34,0
62ece4982e6aefcf4aabbd73.py,26,13,189,2,38,0
63060b1a73426c38ae68ad3e.py,24,8,160,3,47,1
6306092e73426c38ae68ad11.py,10,6,60,2,18,0
62ece4982e6aefcf4aabbd67.py,9,2,67,1,20,0
6306091b73426c38ae68acda.py,5,2,32,1,8,0
62b8b3d4eb7e40a82d2d110d.py,7,2,43,0,13,0
62ece4992e6aefcf4aabbd87.py,16,2,104,3,32,0
6306092e73426c38ae68ad0f.py,22,7,140,2,48,0
6306298b52e177c0ba469fdc.py,12,4,70,1,19,0
6306292152e177c0ba469f0d.py,26,13,145,1,38,0
62b87d24d292efb640a5566d.py,5,2,18,1,8,0
62b8b3d5eb7e40a82d2d1110.py,10,3,34,0,10,0
62b8d22948ba5a41d1c3f47c.py,5,2,23,3,5,0
62b87b4f9a0c4fa8b80b3581.py,12,6,92,3,38,0
62ece4982e6aefcf4aabbd77.py,26,5,145,1,35,0
62e60723d76274f8a4026b76.py,12,2,83,3,30,0
62ece4992e6aefcf4aabbd7c.py,3,3,41,2,14,0
62b86a4fb4d922cb0e688cf8.py,10,4,53,1,28,0
62b438b566fea644fe22cc70.py,67,1,6,0,67,0
62b8d23748ba5a41d1c3f496.py,29,10,209,5,129,2
62b8966c755ee91dce50a154.py,67,20,495,2,94,0
62b8d27a48ba5a41d1c3f4c6.py,19,5,102,6,64,2
62b87b869a0c4fa8b80b35e1.py,24,6,193,4,39,0
62ece4982e6aefcf4aabbd66.py,9,3,45,3,31,0
62b8b3d4eb7e40a82d2d110e.py,2,1,7,0,5,0
62ece4992e6aefcf4aabbd86.py,7,3,42,2,10,0
62b87af09a0c4fa8b80b34f1.py,16,9,151,3,27,0
62ece4982e6aefcf4aabbd6a.py,2,1,20,2,5,0
62b45e23e0d4551b0392c90a.py,20,7,135,2,40,0
62ece4992e6aefcf4aabbd8a.py,49,19,337,6,70,0
62b463153879012d19481498.py,7,3,49,1,13,0
6306091c73426c38ae68acdc.py,21,9,138,2,40,0
62b87b4f9a0c4fa8b80b3580.py,6,2,47,2,16,0
62ece4982e6aefcf4aabbd76.py,7,3,43,1,21,0
62ece4992e6aefcf4aabbd7b.py,10,3,77,4,24,0
6306091b73426c38ae68acd7.py,3,1,18,1,6,0
62b86729b4d922cb0e688c2f.py,13,1,47,3,24,0
62b8d23748ba5a41d1c3f497.py,13,4,81,1,25,0
62b45679d7d32e5b55cc83a9.py,8,4,45,1,16,0
62ece4982e6aefcf4aabbd62.py,7,3,47,2,12,0
62b8d22f48ba5a41d1c3f488.py,7,2,41,1,16,0
62b8d22a48ba5a41d1c3f47d.py,9,3,38,3,13,0
6306092d73426c38ae68ad07.py,7,4,31,2,12,0
62e60b10d76274f8a4026ccd.py,14,6,100,2,19,0
62b45e945108cfac7f210a4a.py,19,8,91,4,34,0
62ece4992e6aefcf4aabbd82.py,8,3,38,2,13,0
62b8b3d6eb7e40a82d2d111c.py,14,6,79,2,28,0
62b8d22548ba5a41d1c3f472.py,19,7,104,7,72,2
63060b1b73426c38ae68ad43.py,21,1,76,2,30,0
62b45e145108cfac7f210a09.py,13,5,70,3,24,0
62ece4982e6aefcf4aabbd72.py,6,5,54,1,9,0
62ece4992e6aefcf4aabbd7f.py,23,6,123,1,35,0
62e60873d76274f8a4026bd8.py,19,4,124,2,39,0
62b8d23e48ba5a41d1c3f49e.py,8,2,49,1,19,0
62e60da4d76274f8a4026cf1.py,15,6,91,2,27,0
62ece4992e6aefcf4aabbd89.py,7,1,65,1,14,0
62e60ed4d76274f8a4026da0.py,2,1,17,1,7,0
62ece4982e6aefcf4aabbd69.py,5,4,39,3,18,0
62b87d23d292efb640a5566b.py,37,13,210,6,55,0
62e60f33d76274f8a4026de9.py,5,1,20,1,12,0
62b438a266fea644fe22cc2d.py,11,3,58,2,21,0
62b8a7b2755ee91dce50a4a7.py,4,2,27,2,33,0
6305f9991d275c6667163c50.py,10,1,26,3,10,0
62b8d24048ba5a41d1c3f49f.py,30,10,197,7,125,2
62e4fbda85ea986430890405.py,36,13,319,11,43,0
62b463153879012d1948149d.py,11,3,78,1,35,0
6306092d73426c38ae68ad08.py,17,12,123,4,33,0
62b8b58deb7e40a82d2d1269.py,6,3,39,1,11,0
62b43425903eeb48555d3ea1.py,8,1,19,1,12,0
62b87b839a0c4fa8b80b35cb.py,9,2,58,2,17,0
62b8b4baeb7e40a82d2d1137.py,34,12,223,3,49,0
62b45665d7d32e5b55cc8365.py,21,3,192,1,37,0
62b8b559eb7e40a82d2d11f8.py,17,8,86,1,25,0
62e4fb4d85ea9864308902e7.py,15,7,112,1,23,0
62e60879d76274f8a4026bec.py,25,9,148,10,64,0
62e6087ad76274f8a4026bf2.py,17,4,88,6,35,0
6306091a73426c38ae68acc8.py,9,6,69,2,20,0
6306092973426c38ae68ad01.py,18,1,67,1,21,0
62b8b4b9eb7e40a82d2d1134.py,8,6,76,2,10,0
62b87b199a0c4fa8b80b354e.py,19,8,78,1,26,0
62b869eab4d922cb0e688cbf.py,18,6,150,1,25,0
62b463153879012d194814a1.py,8,3,52,3,19,0
6306092373426c38ae68acfa.py,23,10,150,1,36,0
62b8b4baeb7e40a82d2d1136.py,51,18,280,4,71,0
62b45665d7d32e5b55cc8364.py,11,3,58,2,21,0
62b45e145108cfac7f210a07.py,27,12,169,3,42,0
6306292a52e177c0ba469f41.py,13,6,64,1,21,0
6306292652e177c0ba469f34.py,13,3,58,1,21,0
62b8d23948ba5a41d1c3f498.py,28,10,181,5,115,2
62b869eab4d922cb0e688cc5.py,24,8,139,3,31,0
62b463153879012d1948149a.py,11,5,67,3,38,0
62ece4992e6aefcf4aabbd88.py,12,1,28,2,14,0
62ece4982e6aefcf4aabbd68.py,18,7,128,3,29,0
62e60f43d76274f8a4026e28.py,9,3,75,2,25,0
62b4567ad7d32e5b55cc83af.py,11,2,94,1,21,0
62b438a266fea644fe22cc2e.py,21,3,186,1,37,0
62b86a4fb4d922cb0e688cf7.py,12,3,53,1,30,0
6306091b73426c38ae68acd9.py,5,2,32,1,8,0
630629e152e177c0ba46a0d1.py,19,4,90,1,30,0
62b4567ed7d32e5b55cc83d9.py,25,11,196,1,47,0
62e6087bd76274f8a4026bfa.py,6,2,56,1,6,0
62b463163879012d194814a4.py,19,4,121,1,49,0
62b45df15108cfac7f2109dd.py,7,4,54,2,10,0
